0	0	1	0	0
2	0	3	0	0
4	1	5	0	0
6	0	7	0	0
8	2	9	0	0
10	1	8	0	0
10	3	11	0	0
12	4	13	0	0
14	5	15	0	0
16	6	17	0	0
16	6	18	0	0
19	5	20	0	0
21	7	22	0	0
23	1	24	0	0
23	8	24	0	0
25	9	26	0	0
27	10	28	0	0
29	11	30	0	0
29	0	31	0	0
32	2	33	0	0
21	12	34	0	0
35	0	36	0	0
35	0	37	0	0
35	0	38	0	0
23	1	5	0	0
23	0	39	0	0
40	13	41	0	0
41	14	40	0	0
42	15	43	0	0
43	15	42	0	0
44	0	45	0	0
46	5	47	0	0
48	16	49	0	0
50	17	51	0	0
51	17	50	0	0
21	12	52	0	0
53	1	54	0	0
55	18	56	0	0
56	19	57	0	0
58	20	59	0	0
60	21	61	0	0
32	4	62	0	0
63	20	64	0	0
63	20	65	0	0
63	20	66	0	0
67	8	0	0	0
0	22	66	0	0
1	2	68	0	0
69	1	70	0	0
69	1	71	0	0
38	23	72	0	0
19	5	42	0	0
73	6	74	0	0
63	10	75	0	0
76	2	77	0	0
76	24	77	0	0
63	25	78	0	0
78	25	63	0	0
79	6	66	0	0
66	0	63	0	0
0	26	67	0	0
80	0	1	0	0
81	17	28	0	0
28	17	81	0	0
52	27	82	0	0
83	28	84	0	0
84	2	85	0	0
86	0	84	0	0
87	2	84	0	0
88	29	89	0	0
68	30	90	0	0
91	1	92	0	0
93	19	57	0	0
94	0	52	0	0
95	31	96	0	0
96	32	95	0	0
32	2	5	0	0
97	2	98	0	0
98	2	97	0	0
1	22	66	0	0
56	13	63	0	0
56	13	99	0	0
79	19	57	0	0
100	33	42	0	0
101	34	1	0	0
55	8	79	0	0
102	28	103	0	0
104	35	61	0	0
105	12	106	0	0
107	12	106	0	0
106	8	108	0	0
105	31	106	0	0
109	31	106	0	0
110	31	106	0	0
106	32	105	0	0
106	32	109	0	0
106	32	110	0	0
106	32	111	0	0
111	31	106	0	0
112	5	113	0	0
114	15	115	0	0
115	12	116	0	0
117	8	118	0	0
119	36	97	0	0
120	37	42	0	0
17	0	121	0	0
122	23	38	0	0
38	23	122	0	0
123	0	124	0	0
19	38	42	0	0
19	5	125	0	0
126	0	127	0	0
122	4	128	0	0
129	0	130	0	0
131	6	5	0	0
129	39	5	0	0
55	0	63	0	0
132	40	133	0	0
132	2	134	0	0
135	2	63	0	0
136	19	57	0	0
137	2	56	0	0
8	41	9	0	0
76	5	5	0	0
134	28	138	0	0
139	8	140	0	0
141	28	135	0	0
122	41	38	0	0
38	41	122	0	0
77	41	142	0	0
142	41	77	0	0
143	0	144	0	0
50	42	145	0	0
146	20	147	0	0
148	5	149	0	0
0	0	66	0	0
150	5	151	0	0
152	11	153	0	0
154	19	92	0	0
155	19	92	0	0
151	19	57	0	0
156	0	56	0	0
157	8	48	0	0
158	15	67	0	0
159	5	48	0	0
160	43	48	0	0
161	44	19	0	0
162	44	122	0	0
42	44	122	0	0
163	19	73	0	0
63	14	56	0	0
56	19	63	0	0
135	5	79	0	0
135	14	79	0	0
79	19	135	0	0
164	1	165	0	0
166	8	167	0	0
168	1	169	0	0
170	37	42	0	0
80	20	38	0	0
171	28	172	0	0
173	0	172	0	0
126	4	174	0	0
175	5	176	0	0
177	32	28	0	0
28	31	177	0	0
178	0	179	0	0
180	0	181	0	0
182	45	183	0	0
184	6	185	0	0
184	6	186	0	0
187	28	188	0	0
189	17	70	0	0
190	46	191	0	0
192	40	193	0	0
194	47	80	0	0
80	47	194	0	0
195	5	196	0	0
66	45	191	0	0
172	48	191	0	0
79	28	63	0	0
197	49	66	0	0
73	6	75	0	0
73	6	80	0	0
1	0	66	0	0
97	29	198	0	0
97	5	198	0	0
173	0	199	0	0
200	2	201	0	0
202	8	203	0	0
204	27	203	0	0
204	8	205	0	0
206	28	207	0	0
208	40	209	0	0
210	0	191	0	0
211	22	212	0	0
213	47	214	0	0
214	47	213	0	0
79	6	141	0	0
55	0	215	0	0
216	22	79	0	0
79	50	63	0	0
217	6	55	0	0
218	15	219	0	0
190	45	220	0	0
221	15	53	0	0
53	15	221	0	0
53	8	221	0	0
137	40	56	0	0
79	51	137	0	0
80	6	38	0	0
35	32	182	0	0
182	31	35	0	0
198	52	222	0	0
223	6	222	0	0
224	2	225	0	0
225	28	224	0	0
91	1	226	0	0
91	1	227	0	0
228	0	229	0	0
126	0	230	0	0
231	6	15	0	0
17	51	16	0	0
232	0	121	0	0
233	0	234	0	0
5	6	235	0	0
230	53	187	0	0
63	25	236	0	0
236	25	63	0	0
55	1	79	0	0
191	2	65	0	0
66	54	38	0	0
237	19	57	0	0
238	0	239	0	0
240	55	241	0	0
241	56	240	0	0
242	0	144	0	0
241	20	144	0	0
243	57	244	0	0
245	20	246	0	0
247	7	248	0	0
249	0	250	0	0
80	58	38	0	0
1	2	66	0	0
80	19	63	0	0
251	0	222	0	0
251	3	65	0	0
251	3	98	0	0
251	1	252	0	0
253	47	254	0	0
254	47	253	0	0
254	59	255	0	0
255	59	254	0	0
256	47	254	0	0
254	47	256	0	0
257	20	258	0	0
259	0	260	0	0
260	31	261	0	0
261	32	260	0	0
261	0	260	0	0
261	57	260	0	0
262	5	263	0	0
145	5	263	0	0
19	2	42	0	0
264	28	265	0	0
266	15	115	0	0
79	19	216	0	0
267	8	268	0	0
269	60	270	0	0
