0	0	1	0	0
1	2	33	0	0
2	1	3	0	0
2	1	12	0	0
4	2	5	0	0
5	2	4	0	0
6	3	7	0	0
8	4	9	0	0
10	5	11	0	0
10	7	11	0	0
13	1	14	0	0
13	17	46	0	0
15	0	16	0	0
17	6	18	0	0
19	7	20	0	0
21	2	22	0	0
22	2	21	0	0
23	1	24	0	0
25	8	26	0	0
27	1	15	0	0
28	4	11	0	0
28	5	11	0	0
28	9	11	0	0
28	13	11	0	0
29	10	30	0	0
31	11	32	0	0
33	2	1	0	0
33	14	39	0	0
34	4	35	0	0
36	12	11	0	0
37	12	38	0	0
39	14	33	0	0
40	15	41	0	0
42	16	43	0	0
43	16	42	0	0
44	7	45	0	0
47	0	48	0	0
49	18	50	0	0
51	5	18	0	0
51	19	30	0	0
52	1	53	0	0
16	11	15	24	0
28	6	30	24	0
29	10	30	24	0
29	22	70	24	0
43	2	54	24	0
43	2	60	24	0
51	5	18	24	0
51	13	59	24	0
54	2	43	24	0
54	2	60	24	0
55	7	8	24	0
56	1	57	24	0
57	9	75	24	0
58	20	40	24	0
59	19	51	24	0
59	24	51	24	0
60	2	43	24	0
60	2	54	24	0
61	8	62	24	0
63	10	18	24	0
64	21	65	24	0
65	22	64	24	0
65	22	70	24	0
66	1	67	24	0
68	10	16	24	0
69	4	43	24	0
70	21	29	24	0
70	21	65	24	0
71	1	72	24	0
73	1	74	24	0
76	0	77	24	0
78	1	28	24	0
79	8	80	24	0
80	23	79	24	0
81	1	29	24	0
82	1	60	24	0
83	4	57	24	0
84	1	85	24	0
86	1	30	24	0
87	1	88	24	0
89	25	90	24	0
91	1	16	24	0
0	18	49	48	0
1	11	49	48	0
2	1	117	48	0
15	26	16	48	0
16	26	15	48	0
18	1	125	48	0
18	6	18	48	0
20	9	32	48	0
20	18	98	48	0
20	22	105	48	0
27	1	15	48	0
27	1	31	48	0
27	1	145	48	0
28	4	11	48	0
28	9	11	48	0
29	27	15	48	0
29	31	40	48	0
29	33	136	48	0
40	2	58	48	0
40	15	147	48	0
40	31	29	48	0
49	8	50	48	0
49	18	0	48	0
58	1	97	48	0
58	2	40	48	0
60	1	129	48	0
78	1	28	48	0
90	9	135	48	0
92	4	93	48	0
94	4	95	48	0
96	1	54	48	0
96	13	54	48	0
97	6	58	48	0
99	6	20	48	0
99	28	20	48	0
100	29	101	48	0
102	1	16	48	0
103	30	30	48	0
104	9	92	48	0
105	21	20	48	0
106	14	107	48	0
107	14	106	48	0
108	0	40	48	0
108	4	29	48	0
109	11	110	48	0
111	1	18	48	0
112	4	113	48	0
114	2	115	48	0
115	2	114	48	0
116	1	49	48	0
118	1	119	48	0
120	2	121	48	0
121	2	120	48	0
122	4	123	48	0
124	1	58	48	0
124	4	58	48	0
126	6	58	48	0
127	1	128	48	0
130	6	131	48	0
130	21	139	48	0
132	18	35	48	0
133	32	34	48	0
134	1	58	48	0
137	1	138	48	0
139	22	130	48	0
140	1	141	48	0
142	1	82	48	0
143	34	34	48	0
144	10	18	48	0
146	1	58	48	0
148	10	149	48	0
2	1	117	72	0
2	16	169	72	0
11	4	202	72	0
12	0	196	72	0
27	19	31	72	0
28	4	11	72	0
28	9	11	72	0
28	12	11	72	0
28	13	11	72	0
28	37	11	72	0
28	42	30	72	0
30	5	51	72	0
30	22	147	72	0
30	22	181	72	0
30	38	53	72	0
31	6	30	72	0
32	36	151	72	0
33	11	171	72	0
34	1	182	72	0
34	4	35	72	0
34	39	35	72	0
38	1	163	72	0
40	3	15	72	0
40	33	58	72	0
40	41	15	72	0
41	5	30	72	0
51	17	203	72	0
58	19	190	72	0
58	22	177	72	0
58	22	190	72	0
60	12	83	72	0
78	1	28	72	0
81	1	29	72	0
92	4	189	72	0
93	11	92	72	0
96	1	54	72	0
96	4	54	72	0
97	6	58	72	0
100	7	30	72	0
108	1	29	72	0
108	2	170	72	0
108	29	29	72	0
124	1	58	72	0
124	6	185	72	0
129	26	188	72	0
130	2	131	72	0
130	6	131	72	0
131	2	130	72	0
134	1	58	72	0
142	1	82	72	0
146	1	58	72	0
147	21	30	72	0
